smiles,success,failed
NC1C(=O)OC(N)(C(=O)O)N1CC(=O)O, 999, 1
NCN(CC(=O)O)C(N)(OC=O)C(=O)O, 1000, 0
NC1C(=O)OC(N)(C(=O)O)N1CC(=O)O, 1000, 0
CC(C(=O)O)N1C(N)C(=O)OC1(N)C(=O)O, 998, 2
NC1C(=O)OC(N)(C(=O)O)N1CC(=O)O, 997, 3
COC(=O)C1(N)OC(=O)C(N)N1CC(=O)O, 998, 2
CNC1C(=O)OC(N)(C(=O)OC)N1CC(=O)O, 997, 3
C=NC1C(=O)OC(N)(C(=O)OC)N1CC(=O)O, 996, 4
C=NC1C(=O)OC(N)(C(=O)OC)N1CC=O, 999, 1
C=NC1C(O)OC(N)(C(=O)OC)N1CC=O, 997, 3
C=NC1C(=O)OC(N)(C(=O)OC)N1CC=O, 999, 1
C=NC1C(=O)OC(N)(C(=O)OC)N1C(C)C=O, 999, 1
C=NC1C(=O)OC(N)(C(=O)OCN)N1C(C)C=O, 997, 3
CC=NC1C(=O)OC(N)(C(=O)OCN)N1C(C)C=O, 999, 1
CC=NC(C(=O)O)N(C(C)C=O)C(N)C(=O)OCN, 998, 2
CC1=NC(C(=O)O)N(C(N)C(=O)OCN)C(C=O)C1, 999, 1
NCOC(=O)C(N)N1C(C=O)CC(CO)=NC1C(=O)O, 1000, 0
NCOC(=O)C(N)N1C(C=O)CC2=NC1C(=O)OC2O, 939, 61
NCOC(=O)C(N)N1C(C=O)CC2=NC1(N)C(=O)OC2O, 942, 58
NCOC(=O)C(N)N1C(C=O)CC2=NC13NOC2OC3=O, 2, 998
NCOC(=O)C(N)N1C(C=O)C(N)C2=NC13NOC2OC3=O, 1, 999
NC1C2=NC3(NOC2OC3=O)N(C(N)C=O)C1C=O, 3, 997
CC(=O)C1C(N)C2=NC3(NOC2OC3=O)N1C(N)C=O, 0, 1000
CC(=O)CC(N)C1=NC2(NC(N)C=O)NOC1OC2=O, 981, 19
NC(C=O)NC12N=C(C(N)CC(=O)CO)C(ON1)OC2=O, 966, 34
NC(C=O)NC1(C=O)N=C(C(N)CC(=O)CO)C(O)ON1, 970, 30
NC(C=O)NC1(C=O)N=C(C(N)(O)CC(=O)CO)C(O)ON1, 960, 40
COC(N)(CC(=O)CO)C1=NC(C=O)(NC(N)C=O)NOC1O, 962, 38
COC(N)(CC(=O)CO)C1=NC(NC(N)C=O)(C(C)=O)NOC1O, 947, 53
COC(N)(CC(=O)C(O)O)C1=NC(NC(N)C=O)(C(C)=O)NOC1O, 965, 35
CC(=O)C1(NC(N)C=O)N=C(C(N)(CC(=O)C(O)O)OCO)C(O)ON1, 948, 52
NC(C=O)NC1(C=O)N=C(C(N)(CC(=O)C(O)O)OCO)C(O)ON1, 968, 32
NC(C=O)NC1(C=O)N=C(C2(OCO)NC2C(=O)C(O)O)C(O)ON1, 971, 29
NC(C=O)NC1(C=O)N=C2C(ON1)OC(O)OC21NC1C(=O)C(O)O, 938, 62
O=C(O)CN(CC(=O)O)CC(=O)O, 997, 3
O=C(O)CN(CC(=O)O)C(O)C(=O)O, 1000, 0
O=C(O)CN(CO)CC(=O)O, 997, 3
O=C(O)CN(CO)C(=O)C(=O)O, 1000, 0
NOC(=O)CN(CO)C(=O)C(=O)O, 1000, 0
NOC(=O)CN(CO)C(=O)CO, 999, 1
NOCN(CC(=O)ON)C(=O)CO, 1000, 0
C=NOC(=O)CN(CON)C(=O)CO, 1000, 0
NOCN(CC(=O)ON=CO)C(=O)CO, 1000, 0
NOCN1C(=O)COC1C(=O)ON=CO, 999, 1
NOCN1C(=O)COC1CON=CO, 959, 41
NOCN1C(O)COC1CON=CO, 981, 19
COC1COC(CON=CO)N1CON, 984, 16
NOC1=COC2COC(CON=CO)N12, 976, 24
O=NOC1=COC2COC(CON=CO)N12, 970, 30
N=C(ON=CO)C1OCC2OC=C(ON=O)N21, 992, 8
N=C(ON=CO)C1OCC2OC=C(ON=O)N21, 992, 8
N=C(ON)C1OCC2OC=C(ON=O)N21, 995, 5
CC12COC(C(=N)ON)N1C(ON=O)=CO2, 980, 20
CC12COC(C=N)N1C(ON=O)=CO2, 974, 26
CC12OC=C(ON=O)N1C(C=N)OC2=N, 978, 22
CC1(C=N)OC=C(ON=O)N1C(O)C=N, 999, 1
CC1(C=N)OC=C(ON=O)N1C(O)C=NO, 1000, 0
CC1(C=N)OC=C(O)N1C(O)C=NO, 1000, 0
N=CC12COC(=CO1)N2C(O)C=NO, 987, 13
N=CC12COC3=C(OC(C=NO)N31)O2, 937, 63
N=CC12COC3=C(OC(C=NON)N31)O2, 946, 54
N=C(O)C12COC3=C(OC(C=NON)N31)O2, 942, 58
COC(=N)C12COC3=C(OC(C=NON)N31)O2, 933, 67
COC(=N)C12COC3=C(OC(C(C)=NON)N31)O2, 932, 68
CC(=NON)C1OC2=C3OCC(C(=N)OC=N)(O2)N31, 939, 61
C#CC(=NON)C1OC2=C3OCC(C(=N)OC=N)(O2)N31, 883, 117
C#CC(=NON)C(O)N1C2=COC1(C(=N)OC=N)CO2, 970, 30
C#CC(=NON)C(O)N1C2=COC1(C(=N)OC=N)C(O)O2, 979, 21
N=COC(=N)C12OC=C(OC1O)N2C1OC#CC1=NON, 731, 269
N=COC(=N)C12OC=C(OC1O)N2C1OC#CC1NON, 921, 79
N=COC(=N)C12OC=C(OC1O)N2C1OC#CC1(O)NON, 906, 94
N=C1OC(=N)C23OC1=C(OC2O)N3C1OC#CC1(O)NON, 0, 1000
N=C1OC2=NC3(OC#CC3(O)NON)N3C4=C2OC13C(O)O4, 0, 1000
C#CC(O)(NON)C1(O)N=C2OC(=N)C34OC2=C(OC3O)N41, 0, 1000
C#CC1(O)N(ON)C2(O)OC3=C4OC25C(=N)OC4=NC1(O)N35, 0, 1000
O=C(O)CN(CC(=O)O)CC(=O)O, 996, 4
O=C(O)CN(CCO)CC(=O)O, 996, 4
O=C(O)CN1CCOC1C(=O)O, 1000, 0
C=C(C(=O)O)N1CCOC1C(=O)O, 1000, 0
C=C(C(=O)O)N1CC(=O)OC1C(=O)O, 998, 2
C=C(C(=O)O)N1CC(=O)OC1C(=O)OC, 1000, 0
C=C(C(=O)O)N1CC(=O)OC1C(=O)OC=O, 997, 3
C=C(C(=O)O)N1CC(=O)OC1(O)C(=O)OC=O, 1000, 0
C=C(C(=O)O)N1CC(=O)OC1(OC)C(=O)OC=O, 1000, 0
C=CN1CC(=O)OC1(OC)C(=O)OC=O, 1000, 0
C=COC1(C(=O)OC=O)OC(=O)CN1C=C, 998, 2
C=CN1CC(=O)OC1(OC)C(=O)OC=O, 999, 1
C=CN1CC(=O)OC1(OCN)C(=O)OC=O, 1000, 0
C=CN1CC(=O)OC1(OC#N)C(=O)OC=O, 999, 1
N#COC1(C(=O)OC=O)OC(=O)CN1C=CO, 1000, 0
O=COC(=O)C1(O)OC(=O)CN1C=CO, 1000, 0
O=COCC1(O)OC(=O)CN1C=CO, 1000, 0
COC=CN1CC(=O)OC1(O)COC=O, 999, 1
COC=CN1CC(=O)OC1(O)C(N)OC=O, 1000, 0
NC(OC=O)C1(O)OC(=O)CN1C=CO, 1000, 0
NC(OC=O)C1(O)OCCN1C=CO, 1000, 0
C=NC(OC=O)C1(O)OCCN1C=CO, 1000, 0
C=NC(OC=O)C(O)(NC=CO)OCC, 1000, 0
C=NC(OC=O)C(O)(NC=CO)OCCO, 1000, 0
C=NC(OC=O)C(O)(NC(O)=CO)OCCO, 1000, 0
C=NC(OC=O)C(O)(NC(O)=CO)OC, 999, 1
C=NC(OC(=O)O)C(O)(NC(O)=CO)OC, 1000, 0
COC(O)NC(O)=CO, 1000, 0
O=COC(O)NC(O)=CO, 1000, 0
O=COC(O)NC(O)CO, 1000, 0
O=COC(O)(O)NC(O)CO, 999, 1
NC(O)(CO)NC(O)(O)OC=O, 1000, 0
O=COC(O)(O)NC1(O)NC1O, 999, 1
O=COC1(O)NC2(O)C(O)N2O1, 1000, 0
O=COC1(O)NC(O)N(CO)O1, 1000, 0
O=COC1(O)NC2(O)C(O)N2O1, 1000, 0
O=COC1(O)NC(O)N(CO)O1, 1000, 0
NOC1NC(O)(OC=O)ON1CO, 1000, 0
CC(O)N1OC(O)(OC=O)NC1ON, 1000, 0
CC(O)N1OC(O)(OC=O)NC1(N)ON, 999, 1
CC(O)NOC(O)(NC(N)ON)OC=O, 1000, 0
O=C(O)CN(CC(=O)O)CC(=O)O, 998, 2
CN(CC(=O)O)CC(=O)O, 1000, 0
O=CN(CC(=O)O)CC(=O)O, 1000, 0
O=CN1CC(=O)OC1C(=O)O, 998, 2
O=C1CN(C(=O)O)C(C(=O)O)O1, 1000, 0
COC(=O)N1CC(=O)OC1C(=O)O, 1000, 0
COCN1CC(=O)OC1C(=O)O, 1000, 0
N=COCN1CC(=O)OC1C(=O)O, 999, 1
N=COCN1C(O)C(=O)OC1C(=O)O, 1000, 0
N=COCNC(OC(=O)CO)C(=O)O, 977, 23
N=COCNCOC(=O)CO, 998, 2
N=COC1NC1OC(=O)CO, 1000, 0
N=COC12NC1OC(=O)CO2, 999, 1
N=COC12OCC(=O)OC1N2O, 1000, 0
CC(=O)OC1N(O)C1(O)OC=N, 1000, 0
CC(=O)OC1N(O)C1(O)OC=NO, 1000, 0
O=C1COC2(OC=NO)C(O1)N2O, 1000, 0
N=C1OC2(OC=NO)C(OC1=O)N2O, 998, 2
N=C(OC1(OC=NO)CN1O)C(=O)O, 1000, 0
O=C(O)COC1(OC=NO)CN1O, 1000, 0
O=C(O)COC1(OC=NO)C2ON21, 1000, 0
O=C(O)COC1(OC=NO)CON1, 1000, 0
NOCC(OC=NO)OCC(=O)O, 976, 24
C=NOCC(OC=NO)OCC(=O)O, 974, 26
C=NOCC(OC=NO)OC(=N)C(=O)O, 981, 19
C=NOC(C)C(OC=NO)OC(=N)C(=O)O, 1000, 0
C=NOC1(C)N=C(C(=O)O)OC1OC=NO, 1000, 0
C=NOC1(C)N=C(C(=O)O)OC1OC1=NO1, 1000, 0
C=NOC1(C#N)N=C(C(=O)O)OC1OC1=NO1, 1000, 0
C=C=NOC1(C#N)N=C(C(=O)O)OC1OC1=NO1, 999, 1
C=C=NOC1(C#N)N=C(C(O)O)OC1OC1=NO1, 1000, 0
CC=NOC1(C#N)N=C(C(O)O)OC1OC1=NO1, 999, 1
CC=NOC1(C#N)N=C(C(O)O)OC1(N)OC1=NO1, 1000, 0
CC=NOC1(C#N)N=C2OC1(OC1=NO1)NOC2O, 926, 74
N#CC1(ON=CCO)N=C2OC1(OC1=NO1)NOC2O, 930, 70
NCC1(ON=CCO)N=C2OC1(OC1=NO1)NOC2O, 938, 62
CC(CO)=NOC1(CN)N=C2OC1(OC1=NO1)NOC2O, 924, 76
COC1ONC2(OC3=NO3)OC1=NC2(CN)ON=C(C)CO, 948, 52
CCC(CO)=NOC1(CN)N=C2OC1(OC1=NO1)NOC2OC, 948, 52
COC1ONC2(OC3=NO3)OC1=NC2(CN)ON=C(CO)CCN, 951, 49
COC1ONC2(OC3=NO3)OC1=NC2(C#N)ON=C(CO)CCN, 938, 62
O=C(O)CN(CC(=O)O)CC(=O)O, 999, 1
O=C(O)CN(CC(=O)O)C1OC1=O, 997, 3
O=C(O)CN(CC(=O)O)C1(O)OC1=O, 995, 5
O=C(O)C1C(C(=O)O)N1C1(O)OC1=O, 1000, 0
O=C(O)C1CN1C1(O)OC1=O, 999, 1
NC1C(C(=O)O)N1C1(O)OC1=O, 1000, 0
NCC(NC1(O)OC1=O)C(=O)O, 976, 24
C=C(N)C(NC1(O)OC1=O)C(=O)O, 965, 35
NC1=COC(=O)C1NC1(O)OC1=O, 995, 5
O=C1OC2=C(N2)C1NC1(O)OC1=O, 992, 8
O=C1OC2=C(N2)C1N(O)C1(O)OC1=O, 992, 8
O=C(CN(O)C1(O)OC1=O)OC1=CN1, 1000, 0
C=C(C(=O)OC1=CN1)N(O)C1(O)OC1=O, 1000, 0
C=C(C(=O)OC1=CN1C)N(O)C1(O)OC1=O, 1000, 0
C=CN(O)C1(O)OC1=O, 999, 1
C=CN(O)C(O)(O)C=O, 999, 1
C=CN(O)C(O)(C=O)OC, 1000, 0
C=CN(O)C(C=O)(OC)ON, 1000, 0
C=CN(O)C(C)(OC)ON, 1000, 0
C=CN(O)C(C#N)(OC)ON, 996, 4
C=CN(O)C(OC)ON, 1000, 0
C=CNC(OC)ON, 1000, 0
C=CNC(ON)OCC, 1000, 0
C=CNC(ON)OC(C)C, 999, 1
C=CNC(ON)OC(C)C=N, 1000, 0
C=CNC(ONC)OC(C)C=N, 1000, 0
C=CN1CNOC1OC(C)C=N, 1000, 0
C=CN1CN(C)OC1OC(C)C=N, 1000, 0
C=CN1C(=C)N(C)OC1OC(C)C=N, 1000, 0
C=C1N(C)OC(OC(C)C=N)N1C=CC, 1000, 0
C=C1N(C)OC(OC(C)C=N)N1C=C(C)C, 998, 2
CC(C)=CN1C(=CN)N(C)OC1OC(C)C=N, 997, 3
CC(C)=CN1C(=CN)N(C=N)OC1OC(C)C=N, 1000, 0
CC(C)CN1C(=CN)N(C=N)OC1OC(C)C=N, 995, 5
CCCN1C(=CN)N(C=N)OC1OC(C)C=N, 1000, 0
CCCN1C(=CN)N(C=N)OC1(O)OC(C)C=N, 996, 4
CCC1CC(C=N)OC2(O)ON(C=N)C(=CN)N12, 997, 3
CCC1C2OC3(OC2C=N)ON(C=N)C(=CN)N13, 931, 69
CCC12N=CC3OC4(OC31)ON(C=N)C(=CN)N42, 829, 171
CCC12N=CC3OC4(OC31)ON(C=N)C(=CN)N42, 825, 175
CCC12N=CC3OC4(ON(C=N)C(=CN)N41)OC32N, 759, 241
O=C(O)CN(CC(=O)O)CC(=O)O, 998, 2
CN(CC(=O)O)CC(=O)O, 997, 3
CN1CC(=O)OC1C(=O)O, 1000, 0
CC1C(=O)OC(C(=O)O)N1C, 1000, 0
C#CN1C(C)C(=O)OC1C(=O)O, 968, 32
C#CN1C(C)C(=O)OC1C(=O)O, 960, 40
C#CC1C(=O)OC(C(=O)O)N1C#C, 828, 172
C#CC1C(O)OC(C(=O)O)N1C#C, 819, 181
C#CC1C(O)OC(C(=O)O)N1C#CN, 842, 158
C#CC1C(ON)OC(C(=O)O)N1C#CN, 805, 195
C#CC1C(ON)OC(C(=O)O)N1C=CN, 968, 32
C#CC1C(ONC)OC(C(=O)O)N1C=CN, 960, 40
C#CC1=C(ONC)OC(C(=O)O)N1C=CN, 980, 20
C#CC1=C(ON)OC(C(=O)O)N1C=CN, 983, 17
C#CC1=C(ONO)OC(C(=O)O)N1C=CN, 984, 16
C#CC1=C(ONO)OC(C(=O)O)N1C(N)=CN, 961, 39
C#CC1C(ONO)OC(C(=O)O)N1C(N)=CN, 958, 42
C#CC1C(ONO)OC(C(=O)O)N1C(N)=C(C)N, 921, 79
C#CC1C2ON(O)C(C(=O)O)(O2)N1C(N)=C(C)N, 844, 156
C#CC1C2ON(O)C(C(=O)O)(O2)N1C(N)=C(N)C#N, 714, 286
C#CC1C2ON(O)C(C(=O)O)(O2)N1C(N)=C(N)C=N, 801, 199
C#CC1C2ON(O)C(CO)(O2)N1C(N)=C(N)C=N, 762, 238
C#CC1C(O)ON(O)C(CO)N1C(N)=C(N)C=N, 839, 161
C#CC1(N)C(O)ON(O)C(CO)N1C(N)=C(N)C=N, 852, 148
C#CC(N)(CO)N(C(N)=C(N)C=N)C(CO)N(O)O, 879, 121
N=CC(N)=C1NC#CC(N)(CO)N1C(CO)N(O)O, 548, 452
N=CC(N)=C1NC#CC(N)(CO)N1C(C(=N)O)N(O)O, 624, 376
N=CC(N)=C1NC#CC(N)(CO)N1C(C(=N)O)N(O)O, 662, 338
N=CC(N)=C1N2C#CC(N)(CO)N1C(N(O)O)C(=N)O2, 2, 998
N=CC(N)=C1N2C#CC3(NC3O)N1C(N(O)O)C(=N)O2, 6, 994
N=C1ON2C#CC3(NC3O)N3C2=C(N)C(=N)C13N(O)O, 0, 1000
N=C1C(N)=C2N3C#CC4(NC4O)N2C1(N(O)O)C(=NO)O3, 0, 1000
NC1=C2N3C#CC4(NC4O)N2C2(C(=NO)O3)C1=NON2O, 0, 1000
NC1=C2N3C#CC4(NC4O)N2C2(CO3)C1=NON2O, 0, 1000
ON1ON=C2C3=C4N5C#CC6(NC6(O)N3)N4C21CO5, 2, 998
CON1ON=C2C3=C4N5C#CC6(NC6(O)N3)N4C21CO5, 1, 999
CON1ONC2C3=C4N5C#CC6(NC6(O)N3)N4C21CO5, 0, 1000
CON1ONC2C3=CN4C#CC5(NC21CO4)NC5(O)N3, 114, 886
CON1ONC2C3=CN4C#CC5(NC21C(N)O4)NC5(O)N3, 85, 915
CON1ONC2C3=CN4C#CC5(NC21C(N)O4)NC5(O)N3, 94, 906
CON1ONC2C3=CN4C#CC5(NC21CO4)NC5(O)N3, 104, 896
O=C(O)CN(CC(=O)O)CC(=O)O, 998, 2
O=C(O)CN(CC(=O)O)C1OC1=O, 992, 8
NC1(N(CC(=O)O)CC(=O)O)OC1=O, 994, 6
O=C(O)CN(CC(=O)O)C1(NO)OC1=O, 994, 6
O=C(O)CN(CC(=O)O)C1(NO)OC1O, 998, 2
O=C(O)CNC1(NO)OC1O, 940, 60
NOC1OC1(NO)NCC(=O)O, 970, 30
NOC1(O)OC1(NO)NCC(=O)O, 975, 25
NOC1(O)OC1NCC(=O)O, 968, 32
O=C(O)CNC1OC1(O)ONO, 956, 44
N=C(NC1OC1(O)ONO)C(=O)O, 999, 1
N=C(N=C1OC1(O)ONO)C(=O)O, 1000, 0
N=C(N=C1OC1(O)ON(O)O)C(=O)O, 1000, 0
CN=C(N=C1OC1(O)ON(O)O)C(=O)O, 998, 2
CN=C(N=C1OC1(O)ONO)C(=O)O, 999, 1
CN=C(N=C1OC1(O)ON)C(=O)O, 1000, 0
C=NOC1(O)OC1=NC(=NC)C(=O)O, 999, 1
CN=C(N=C1OC1(O)O)C(=O)O, 1000, 0
O=C(O)CN=C1OC1(O)O, 1000, 0
O=C(O)CN=C1OC1O, 999, 1
OCCN=C1OC1O, 1000, 0
CC(CO)N=C1OC1O, 1000, 0
CC(=CO)N=C1OC1O, 1000, 0
OC=C(CO)N=C1OC1O, 999, 1
OC1=C(N=C2OC2O)C1O, 1000, 0
OC1=C2N=C3OC3(O)OC12, 939, 61
NC12OC3(O)OC3=NC1=C2O, 999, 1
COC12OC1=NC1=C(O)C1(N)O2, 998, 2
COC12OC1=NCC(N)(CO)O2, 999, 1
COC12OC1=NC(=O)C(N)(CO)O2, 1000, 0
COCC1(N)OC2(OC)OC2=NC1=O, 1000, 0
COC12OC1=NC(=O)C(N)O2, 1000, 0
COC12OC1=NC(=O)C(N=O)O2, 1000, 0
COC12OC1=NC(=O)C(NO)O2, 999, 1
N=COC12OC1=NC(=O)C(NO)O2, 1000, 0
N=COC1OC=NC(=O)C(NO)O1, 997, 3
O=C1N=C2N=COC(O2)OC1NO, 849, 151
O=C1N=C(N=CO)OCOC1NO, 1000, 0
C=NC1=NC(=O)C(NO)OCO1, 999, 1
C=NC(=NC(=O)C(O)NO)OC, 1000, 0
O=C(N=C1N=C=CO1)C(O)NO, 1000, 0
O=C(O)CN(CC(=O)O)CC(=O)O, 998, 2
COC(=O)CN(CC(=O)O)CC(=O)O, 997, 3
COC(=O)CN1CC(=O)OC1C(=O)O, 1000, 0
O=C1CNC(C(=O)O)O1, 947, 53
O=C1CN=C(C(=O)O)O1, 1000, 0
C=C1N=C(C(=O)O)OC1=O, 999, 1
C=C1N=C(C(=O)O)OC1O, 1000, 0
C=C1N=C(CO)OC1O, 1000, 0
C=C1N=C(CO)OC1=O, 999, 1
C=C(N)C(=O)OCCO, 1000, 0
C=C(N)C(=O)OCC, 1000, 0
C#CCOC(=O)C(=C)N, 927, 73
C=C(N)C(=O)OC, 1000, 0
C=C(N)C(=O)OCO, 1000, 0
C=C(N)C(=O)OCOC, 1000, 0
C=C(OC)OC(=O)C(=C)N, 999, 1
C=C(OC)OC(=O)C(N)=CN, 999, 1
C=C(OC)OC(=O)C(=C)N, 1000, 0
C=C(OC)OC(=O)C(N)=C=N, 1000, 0
C=COC(=O)C(N)=C=N, 999, 1
C=COC(=O)CN, 1000, 0
C#COC(=O)CN, 986, 14
O=C1CNC#CO1, 870, 130
O=C1CN(O)C#CO1, 787, 213
C#CN(O)CC(=O)O, 876, 124
C#CN(CC(=O)O)ON, 871, 129
NON(C#CO)CC(=O)O, 874, 126
O=C(O)CNC#CO, 699, 301
C#CNCC(=O)O, 648, 352
C#CNCCO, 822, 178
C#CNC(=N)CO, 964, 36
CCNC(=N)CO, 1000, 0
CCNC1=NC1O, 1000, 0
CCN1C2=NC21O, 997, 3
CCN1C2=NC21OC, 990, 10
COC12N=C1N2C(C)=O, 1000, 0
COC12N=C1N2C(=O)CO, 1000, 0
COC12N=C1N2C(=O)CON, 897, 103
C=COC12N=C1N2C(=O)CON, 940, 60
C=COC12N=C1N2C(=O)CO, 1000, 0
O=C=COC12N=C1N2C(=O)CO, 1000, 0
O=C(O)CN(CC(=O)O)CC(=O)O, 997, 3
O=C(O)CN1C(C(=O)O)C1C(=O)O, 997, 3
COC(=O)C1C(C(=O)O)N1CC(=O)O, 1000, 0
COC(=O)CN1C(C(=O)O)C1C(=O)OC, 999, 1
COC(=O)CN1C(C(=O)OC)C1C(=O)OC, 1000, 0
C=COC(=O)C1C(C(=O)OC)N1CC(=O)OC, 997, 3
C=COC(=O)C1C2C(=O)OCC(C(=O)OC)N12, 999, 1
C=COC(=O)C1C2C(=O)OC(=C)C(C(=O)OC)N12, 1000, 0
C=C1OC(=O)C2C(C(=O)OC)N2C1C(=O)OC, 999, 1
C=C1OC(=O)C2C3C(=O)OCC1(C(=O)OC)N32, 947, 53
COC(=O)C12COC(=O)C3C(C(=O)OC1=CO)N32, 961, 39
COC(=O)C12COC(O)C3C(C(=O)OC1=CO)N32, 955, 45
COC(=O)C12COC(O)C3C(C(O)OC1=CO)N32, 966, 34
COC(=O)C12COC(N)(O)C3C(C(O)OC1=CO)N32, 956, 44
NC1(O)OC2=COC(=O)C23C(=CO)OC(O)C2C1N23, 920, 80
NC1(O)CN2CC(O)OC(=CO)C23C(=O)OC=C3O1, 939, 61
N=C1N2CC(O)OC(=CO)C23C(=O)OC=C3OC1(N)O, 950, 50
N=C1N2C3OC3OC(=CO)C23C(=O)OC=C3OC1(N)O, 958, 42
N=CC(N)(O)OC1=COC(=O)C12NC1OC1OC2=CO, 974, 26
COC(=O)C1(COC(N)(O)C=N)NC2OC2OC1=CO, 986, 14
COC(=O)C1(COC(N)(O)C(C)=N)NC2OC2OC1=CO, 981, 19
COC(=O)C1(COC(N)(O)C(C)=N)C(=CO)OC2OC2N1O, 1000, 0
COC(=O)C1(COC(N)(O)C(=N)C#N)C(=CO)OC2OC2N1O, 990, 10
N#CC(=N)C(N)(O)OCC12C(=O)OCON1C1OC1OC2=CO, 966, 34
N#CC(=N)C1(OCC23C(=O)OCON2C2OC2OC3=CO)NO1, 964, 36
CN1OC1(OCC12C(=O)OCON1C1OC1OC2=CO)C(=N)C#N, 967, 33
CN1OC1(OCC1C(=O)OCONC2OC2OC1=CO)C(=N)C#N, 988, 12
CN1OC1(OCC1C(=O)OC(O)ONC2OC2OC1=CO)C(=N)C#N, 990, 10
CN1OC1(OCC1COC2OC2NOC(O)OC1=O)C(=N)C#N, 995, 5
CN1OC1(OCC1COCOCNOC(O)OC1=O)C(=N)C#N, 994, 6
CN1OC1(OC1C2OCOCNOC(O)OC(=O)C21)C(=N)C#N, 982, 18
CNOC(OC1C2OCOCNOC(O)OC(=O)C21)C(=N)C#N, 989, 11
CNOC(OC1C(O)C1C(=O)OC(O)ONCOC)C(=N)C#N, 786, 214
COCNOC(O)OC(=O)C1C(O)C1OC1ONCN=C1C#N, 769, 231
COCNOC(O)OC(=O)C12OC1C2OC1ONCN=C1C#N, 798, 202
COCNOC(O)OC(=O)C12OC1C2OC1ONCN=C1C, 1000, 0
CC1=NCNOC1OC1C2OC12C(=O)OCO, 1000, 0
CC1=NCNOC1OC1C2OC12, 1000, 0
CC1=NCN(C)OC1OC1C2OC12, 1000, 0
CC1=NCN(C)OC1OC1C2OC12N, 1000, 0
CC(COC1C2OC12N)=NCN(C)O, 1000, 0
O=C(O)CN(CC(=O)O)CC(=O)O, 998, 2
CN(CC(=O)O)CC(=O)O, 1000, 0
CN1CC(=O)OC1C(=O)O, 1000, 0
CN1CC(=O)OC1(C)C(=O)O, 998, 2
CN1CC(=O)OC1(C)CO, 1000, 0
CN1CC(O)OC1(C)CO, 1000, 0
CC1(CO)OC(O)CN1C=O, 1000, 0
CC1(CO)OC(O)(O)CN1C=O, 1000, 0
CC1(CO)OC(O)(O)C(=N)N1C=O, 1000, 0
CC1(C(=O)O)OC(O)(O)C(=N)N1C=O, 998, 2
CC1(C(O)O)OC(O)(O)C(=N)N1C=O, 1000, 0
CC1(C(O)O)OC(O)(O)C(N)N1C=O, 1000, 0
CC(OC(O)(O)C(N)NC=O)C(O)O, 1000, 0
CC(OC1(O)OC(=O)NC1N)C(O)O, 1000, 0
CC(OC1(O)OC(=O)NC1N)C(O)O, 1000, 0
CC1OC2(O)OC(=O)NC2NC1(O)O, 973, 27
CC1OC2(O)OC(=O)NC2(O)NC1(O)O, 966, 34
CC(OC1(O)OC(=O)NC1O)C(N)(O)O, 1000, 0
CC(OC1(O)OCNC1O)C(N)(O)O, 1000, 0
COC1NCOC1(O)OC(C)C(N)(O)O, 1000, 0
CC(OC1(O)OCNC12CO2)C(N)(O)O, 999, 1
CC1OC2(OCNC23CO3)ONC1(O)O, 994, 6
CC1OC2(OCNC23OC3=N)ONC1(O)O, 994, 6
C=C1OC2(OCNC23OC3=N)ONC1(O)O, 994, 6
N=C1OC12NCOC21ONC(O)(O)C(=C=O)O1, 995, 5
N=C1OC1(NCO)C1ONC(O)(O)C(=C=O)O1, 981, 19
N=C1OC1(NCO)C1ONC(O)(ON)C(=C=O)O1, 985, 15
CNOC1(O)NOC(C2(NCO)OC2=N)OC1=C=O, 971, 29
N=C1OC1(NCO)C1ONC(O)(O)C(=C=O)O1, 982, 18
C=C(O)NC1(C2ONC(O)(O)C(=C=O)O2)OC1=N, 1000, 0
C=C(O)NC(OC=N)C1ONC(O)(O)C(=C=O)O1, 1000, 0
N=COC1NC(O)=CC12ONC(O)(O)C(=C=O)O2, 991, 9
COC1(O)NOC2(C=C(O)NC2OC=N)OC1=C=O, 994, 6
COC1(O)NOC(C=CO)(C(N)OC=N)OC1=C=O, 998, 2
COC1(O)NOC(C=CO)OC1=C=O, 1000, 0
COC1(O)NOC(C=CO)OC1C=O, 1000, 0
O=C1COC2(O)NOC(C=CO)OC12, 982, 18
O=C1COC23ON2OC(C=CO)OC13, 998, 2
O=C(CO)C1OC(C=CO)ON2OC12, 1000, 0
NC(=CO)C1OC(C(=O)CO)C2ON2O1, 1000, 0
O=C(CO)C12NC(=CO)C(ON3OC31)O2, 844, 156
O=C(O)CN(CC(=O)O)CC(=O)O, 1000, 0
O=C(O)CN(CC(=O)O)C(=O)C(=O)O, 1000, 0
O=C(O)CN(CCO)C(=O)C(=O)O, 999, 1
O=C(O)CN(CC(O)O)C(=O)C(=O)O, 1000, 0
CC(O)(O)CN(CC(=O)O)C(=O)C(=O)O, 1000, 0
CC(C(=O)O)N(CC(C)(O)O)C(=O)C(=O)O, 1000, 0
CC(O)(O)C1N(C(=O)C(=O)O)C1(C)C(=O)O, 993, 7
CC1(C(=O)O)N(C(=O)C(=O)O)C12CC2(O)O, 991, 9
CC(NC(=O)C(=O)O)(C(=O)O)C1CC1(O)O, 982, 18
CC1(NC(=O)C(=O)O)C(=O)OC2C1C2(O)O, 998, 2
